loss,mape,val_loss,val_mape
0.002671910682693124,18208.265625,0.0029343131463974714,54390.84765625
0.0026505852583795786,26116.26953125,0.0024956699926406145,39261.76953125
0.002654127776622772,25311.416015625,0.0023960196413099766,53649.51171875
0.002653556875884533,21286.791015625,0.0024942830204963684,63990.71484375
0.0026545245200395584,22126.28515625,0.0026598041877150536,81029.3046875
0.0026279042940586805,23378.953125,0.002474870067089796,52346.80859375
0.002612324198707938,16871.171875,0.0032350714318454266,195749.0625
0.0026483102701604366,21990.5078125,0.0026103032287210226,43428.4921875
0.0026107861194759607,17334.15234375,0.0025752615183591843,71200.4296875
0.002638445468619466,19742.53125,0.002391374669969082,80832.7578125
0.002607066882774234,21989.408203125,0.002566202078014612,103379.6484375
0.0026225766632705927,21890.171875,0.0025061238557100296,42996.20703125
0.002605146961286664,21037.822265625,0.002394877141341567,52952.75
0.002594687044620514,22878.13671875,0.0024417752865701914,90576.0078125
0.0026042882818728685,19866.1875,0.002408187137916684,45349.16015625
0.0025915808510035276,22446.869140625,0.0023809049744158983,54401.9140625
0.0025604788679629564,18299.111328125,0.0023652927484363317,66472.0625
0.0025753977242857218,24268.390625,0.0023760958574712276,65430.25
0.0025669941678643227,17807.033203125,0.002319538267329335,62513.25390625
0.002566338051110506,21044.599609375,0.002489626407623291,40707.09765625
0.002564287045970559,19617.015625,0.0024044192396104336,75570.03125
0.0025633987970650196,15637.630859375,0.0023374531883746386,60485.34765625
0.0025517225731164217,24548.865234375,0.0024826873559504747,59000.703125
0.0025726209860295057,20012.30078125,0.002331196330487728,61088.74609375
0.002550397766754031,22322.337890625,0.002606421709060669,77242.4921875
0.002539141336455941,23328.388671875,0.002672384260222316,29013.505859375
0.0025644623674452305,26486.3046875,0.00241283280774951,76001.28125
0.0025207283906638622,20007.56640625,0.002362914150580764,93150.234375
0.0025143923703581095,21081.34375,0.002586542395874858,84482.3828125
0.0025414498522877693,17636.421875,0.0023673789110034704,40548.546875
0.002529795514419675,21698.99609375,0.002321424661204219,80680.6875
0.00251159630715847,21338.326171875,0.0027299283538013697,38774.296875
0.0025222478434443474,16803.982421875,0.002275794744491577,48445.8671875
0.0025076388847082853,17678.263671875,0.002741413190960884,57104.55078125
0.0025162615347653627,21564.478515625,0.0024634620640426874,52735.54296875
0.0025184627156704664,19938.837890625,0.0023107496090233326,68654.40625
0.0025115874595940113,18482.0625,0.002434771042317152,80943.4375
0.0024944785982370377,19682.232421875,0.002332979114726186,49339.953125
0.0025019790045917034,18294.630859375,0.0022794054821133614,46138.359375
0.0025045517832040787,15762.9111328125,0.002352773444727063,75641.03125
0.0024983035400509834,14943.66015625,0.0024280084762722254,44153.23828125
0.0024856170639395714,23988.4609375,0.002466102596372366,57887.8984375
0.0024723676033318043,19148.923828125,0.002273408928886056,75491.140625
0.0024814049247652292,21300.947265625,0.0023110145702958107,67815.78125
0.0024783529806882143,19528.552734375,0.002327802823856473,80079.6796875
0.002476451452821493,17988.265625,0.0023163477890193462,75376.8515625
0.002486866433173418,19321.0703125,0.002529539866372943,44809.17578125
0.0024672313593328,26522.5703125,0.002430966356769204,46076.2734375
0.002459895797073841,16095.943359375,0.002409047679975629,85031.6796875
0.002458549104630947,18177.34375,0.0022950554266572,53479.33203125
0.0024631221313029528,20890.640625,0.002400298835709691,107120.546875
0.002449469408020377,17307.97265625,0.0023018806241452694,73383.9765625
0.002458569360896945,16575.142578125,0.0023198763374239206,80019.6484375
0.002446805825456977,21823.2734375,0.0023712674155831337,78766.3828125
0.0024747191928327084,19559.3359375,0.0023892114404588938,37779.609375
0.0024250554852187634,21015.435546875,0.0022791826631873846,70594.109375
0.0024184477515518665,20649.298828125,0.0024110290687531233,39475.828125
0.002459256211295724,22334.66796875,0.002466897014528513,135875.453125
0.0024285470135509968,19336.6484375,0.00264100544154644,149847.59375
0.0024209115654230118,28250.74609375,0.0023271124809980392,38735.96484375
0.002423672704026103,21269.478515625,0.0022429998498409986,56053.66015625
0.002407083986327052,21562.1484375,0.0023325025103986263,42345.49609375
0.002401713514700532,18415.50390625,0.002289982745423913,46718.859375
0.0024123426992446184,19183.2109375,0.0022530374117195606,49599.640625
0.002405378269031644,18111.2578125,0.0022815815173089504,43976.90625
0.0024174863938242197,18139.91796875,0.002652896335348487,70139.6328125
0.0023931085597723722,19897.623046875,0.0024354723282158375,49293.75
0.0023974140640348196,23032.08203125,0.002450745552778244,78954.2265625
0.002400888130068779,21863.6171875,0.0021901759319007397,52965.078125
0.0023882801178842783,15843.287109375,0.0026733011472970247,68377.5
0.0023929080925881863,19333.919921875,0.0022259671241045,57321.37890625
0.002377316588535905,25259.2734375,0.002318140584975481,68845.8203125
0.0024043850135058165,25286.607421875,0.0021744288969784975,94899.390625
0.0023560491390526295,21428.15234375,0.002112854039296508,63007.5078125
0.0023830747231841087,23993.0625,0.0022083984222263098,55878.16015625
0.0023591257631778717,22052.033203125,0.00209721433930099,68898.3359375
0.002375398762524128,18840.732421875,0.002448370913043618,118503.8984375
0.0023484716657549143,15655.728515625,0.0022260688710957766,64424.42578125
0.0023758749011904,26642.35546875,0.0021518683061003685,82340.984375
0.002362274331972003,18825.271484375,0.0023119549732655287,71166.296875
0.0023352126590907574,16362.791015625,0.0022429057862609625,39732.15234375
0.0023335113655775785,17738.90625,0.0023680550511926413,55085.01171875
0.002321189036592841,16892.42578125,0.0020966227166354656,59411.671875
0.0023228644859045744,19873.18359375,0.0023574146907776594,55971.09375
0.0023155631497502327,18938.890625,0.0023826968390494585,111205.9140625
0.0023418106138706207,22482.126953125,0.0021616576705127954,65852.9375
0.002348628593608737,21305.6875,0.002176109002903104,47650.84375
0.0023349656257778406,21568.220703125,0.0024967375211417675,106659.453125
0.0023273900151252747,16136.8779296875,0.0023247317876666784,50512.734375
0.002323248889297247,24333.34765625,0.002178207039833069,69853.1171875
0.002326986286789179,16402.955078125,0.0024217499885708094,47767.81640625
0.0023238947615027428,25544.98828125,0.0021611377596855164,62294.44140625
0.002340596169233322,21473.21484375,0.0022086421959102154,114435.5390625
0.002327173249796033,19415.677734375,0.0022025969810783863,68657.046875
0.002312513766810298,19519.1953125,0.0021964069455862045,53899.60546875
0.002302909502759576,20833.228515625,0.0021279945503920317,57562.53515625
0.002288262592628598,25210.353515625,0.002159705851227045,52840.92578125
0.0022890481632202864,18266.296875,0.0025159651413559914,84397.3515625
0.0022888407111167908,19600.03515625,0.0028256119694560766,45523.69140625
0.0023170290514826775,17277.48828125,0.002111895242705941,66599.75
0.002289057243615389,23454.583984375,0.0021844401489943266,87735.1640625
0.0022738026455044746,19861.96875,0.0021168356761336327,66334.8671875
0.0023080059327185154,17556.806640625,0.0020807499531656504,66587.5078125
0.002281172201037407,26995.9765625,0.002263410482555628,40334.34375
0.00226608756929636,18526.1171875,0.00235550943762064,61960.6953125
0.0022671690676361322,23850.45703125,0.002210965845733881,71682.828125
0.0023015241604298353,17424.22265625,0.0021387531887739897,85829.0
0.0022689432371407747,16540.41015625,0.0022154005710035563,54328.7421875
0.0022582723759114742,20670.556640625,0.0022261375561356544,64111.5078125
0.0022591575980186462,17522.912109375,0.002242205897346139,60824.58203125
0.0022936766035854816,20553.849609375,0.0022546928375959396,58505.46484375
0.0022713730577379465,22128.15625,0.002263282658532262,68995.7265625
0.0022555093746632338,22157.546875,0.002350072143599391,57753.26953125
0.0022677842061966658,18392.9140625,0.0022338891867548227,45941.734375
0.002297151368111372,19379.86328125,0.002200812567025423,63532.0703125
0.0022634633351117373,22285.759765625,0.0021765257697552443,73878.109375
0.0022672004997730255,14955.390625,0.00225220643915236,57182.19921875
0.0022767772898077965,17487.1328125,0.0023109547328203917,61970.296875
0.002269196091219783,18115.8984375,0.002254926133900881,100282.5625
0.002270141616463661,19515.322265625,0.00236720428802073,65493.3125
0.002250132616609335,25536.396484375,0.0023714699782431126,47157.73828125
0.002255490515381098,17024.55078125,0.002084112726151943,59956.94140625
0.00225600297562778,18973.546875,0.002184848999604583,65857.890625
0.0022619632072746754,21542.837890625,0.002124916994944215,63018.59765625
0.0022729497868567705,14420.19921875,0.0022372177336364985,84043.890625
0.0022612817119807005,26218.53125,0.002155581023544073,61710.57421875
0.002252692822366953,19199.87109375,0.0022963485680520535,47033.484375
0.002250982215628028,21285.986328125,0.0026263203471899033,50429.00390625
0.002244246192276478,22005.8046875,0.0021493015810847282,72194.2578125
0.00223633018322289,15421.875,0.0022008686792105436,62268.75390625
0.0022615832276642323,19622.115234375,0.002167712664231658,84888.640625
0.0022376999258995056,21175.666015625,0.0022053751163184643,68730.21875
0.0022272150963544846,19312.025390625,0.002187687437981367,49040.36328125
0.0022312335204333067,16896.119140625,0.0022334500681608915,67541.578125
0.00222841277718544,18002.041015625,0.002139119431376457,60696.9375
0.0022253431379795074,21925.90234375,0.0021184843499213457,66538.0234375
0.0022288684267550707,22666.958984375,0.0023019248619675636,62080.26171875
0.0022218923550099134,21519.224609375,0.0021642025094479322,62949.24609375
0.002203637035563588,18398.20703125,0.00227112858556211,94320.5859375
0.0022115663159638643,22033.80078125,0.002194864209741354,88432.4296875
0.0022053217981010675,16580.078125,0.002164448844268918,55601.8515625
0.0022153188474476337,20836.40625,0.002299021929502487,60923.25
0.002192991552874446,20432.982421875,0.0022640498355031013,54517.28515625
